Date;Sampling;Field;Treatment;Pot;Phylum/ Subphylum;Class/ Subclass;Order/ Suborder;Family/ Subfamily;Genus;Species;Stage;Relative_Abundance;Ponderation;Total_Abundance;Observations
2025-08-11;3;1;FO;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;6;32;192;
2025-08-11;3;1;FO;Submuestra;Crustacea;Ostracoda sp3;;;;;;4;32;128;
2025-08-11;3;1;FO;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;1;32;32;
2025-08-11;3;1;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;23;32;736;
2025-08-11;3;1;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;18;32;576;
2025-08-11;3;1;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;11;32;352;
2025-08-11;3;2;BE;Pot tot;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;;1;1;1;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;5;1;5;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;56;1;56;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;1;1;1;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;2;1;2;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;1;1;1;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Insecta;Diptera;Muscidae;;;;2;1;2;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;1;1;1;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Insecta;Diptera;Muscidae;;;Pupa;1;1;1;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;geminus;Adulto;1;1;1;
2025-08-11;3;2;BE;Pot tot;Annelida;Hirudinea;Arhynchobdellida;Erpobdellidae;Erpobdella;sp;;1;1;1;
2025-08-11;3;2;BE;Pot tot;Arthropoda;Collembola;;;;;;2;1;2;
2025-08-11;3;2;BE;Pot tot;Crustacea;Ostracoda sp2;;;;;;1;1;1;
2025-08-11;3;2;BE;Pot tot;Crustacea;Ostracoda sp3;;;;;;1;1;1;
2025-08-11;3;2;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;4;64;256;
2025-08-11;3;2;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;2;64;128;
2025-08-11;3;2;BE;Submuestra;Crustacea;Ostracoda sp3;;;;;;47;64;3008;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;15;1;15;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;43;1;43;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Diptera;Ceratopogoninae;;;;1;1;1;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;1;1;1;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;5;1;5;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;6;1;6;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Tricoptera;Glossosomatidae;Glossosoma;sp;;1;1;1;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;sp;Larva;2;1;2;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Adulto;1;1;1;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;6;1;6;
2025-08-11;3;2;FO;Pot tot;Annelida;Hirudinea;Arhynchobdellida;Erpobdellidae;Erpobdella;sp;;4;1;4;
2025-08-11;3;2;FO;Pot tot;Mollusca;Gastropoda;Basommatophora;Planorbidae sp1;;;;1;1;1;
2025-08-11;3;2;FO;Pot tot;Crustacea;Ostracoda sp3;;;;;;1;1;1;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;3;1;3;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Collembola;;;;;;1;1;1;
2025-08-11;3;2;FO;Pot tot;Arthropoda;Insecta;Diptera;Muscidae;;;;7;1;7;
2025-08-11;3;2;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;3;32;96;
2025-08-11;3;2;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;2;32;64;
2025-08-11;3;2;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;10;32;320;
2025-08-11;3;2;FO;Submuestra;Crustacea;Ostracoda sp3;;;;;;21;32;672;
2025-08-11;3;3;FO;Pot tot;Crustacea;Malacostraca;Decapoda;Cambaridae;Procambarus;clarkii;;2;1;2;
2025-08-11;3;3;FO;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;32;1;32;
2025-08-11;3;3;FO;Pot tot;Arthropoda;Insecta;Diptera;Ephydridae;;;;7;1;7;
2025-08-11;3;3;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;1;1;1;
2025-08-11;3;3;FO;Pot tot;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;6;1;6;
2025-08-11;3;3;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;5;1;5;
2025-08-11;3;3;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;2;1;2;
2025-08-11;3;3;FO;Pot tot;Annelida;Hirudinea;Arhynchobdellida;Erpobdellidae;Erpobdella;sp;;5;1;5;
2025-08-11;3;3;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;sp;Larva;1;1;1;
2025-08-11;3;3;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Mesoveliidae;Mesovelia;vittigera;;1;1;1;
2025-08-11;3;3;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae sp1;;;;1;64;64;
2025-08-11;3;3;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;5;64;320;
2025-08-11;3;3;FO;Submuestra;Crustacea;Ostracoda sp2;;;;;;1;64;64;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;3;1;3;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;19;1;19;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Tricoptera;Glossosomatidae;Glossosoma;sp;;4;1;4;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;3;1;3;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Helochares;sp;Larva;2;1;2;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Diptera;Stratiomyidae;;;;1;1;1;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;2;1;2;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;1;1;1;
2025-08-11;3;3;BE;Pot tot;Annelida;Oligochaeta;;;;;;1;1;1;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;2;1;2;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;1;1;1;
2025-08-11;3;3;BE;Pot tot;Crustacea;Ostracoda sp2;;;;;;1;1;1;
2025-08-11;3;3;BE;Pot tot;Arthropoda;Insecta;Diptera;Muscidae;;;;1;1;1;
2025-08-11;3;3;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae;;;Pequeños;6;64;384;
2025-08-11;3;3;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;1;64;64;
2025-08-11;3;3;BE;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;1;64;64;
2025-08-11;3;3;BE;Submuestra;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;1;64;64;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Odonata;Aeshnidae;Anax;parthenope;;1;1;1;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;8;1;8;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;30;1;30;
2025-08-11;3;4;BE;Pot tot;Annelida;Oligochaeta;;;;;;29;1;29;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;13;1;13;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;Pupa;2;1;2;
2025-08-11;3;4;BE;Pot tot;Annelida;Hirudinea;Arhynchobdellida;Erpobdellidae;Erpobdella;sp;;3;1;3;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Tanypodinae;;;;3;1;3;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;3;1;3;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Dolichopodidae;;;;1;1;1;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Ceratopogoninae;;;;1;1;1;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Larva;1;1;1;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;7;1;7;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;4;1;4;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;7;1;7;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;2;1;2;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;1;1;1;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;sp;Larva;1;1;1;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;geminus;Adulto;1;1;1;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Diptera;Muscidae;;;Pupa;1;1;1;
2025-08-11;3;4;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Adulto;5;1;5;
2025-08-11;3;4;BE;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;1;32;32;
2025-08-11;3;4;BE;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;1;32;32;
2025-08-11;3;4;BE;Submuestra;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;geminus;Adulto;1;32;32;
2025-08-11;3;4;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;3;32;96;
2025-08-11;3;4;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;12;32;384;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;11;1;11;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;8;1;8;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;52;1;52;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;5;1;5;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;26;1;26;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;29;1;29;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;2;1;2;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;4;1;4;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Diptera;Tanypodinae;;;;4;1;4;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydroglyphus;geminus;Adulto;3;1;3;
2025-08-11;3;4;FO;Pot tot;Annelida;Hirudinea;Arhynchobdellida;Erpobdellidae;Erpobdella;sp;;3;1;3;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;3;1;3;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Diptera;Stratiomyidae;;;;1;1;1;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Diptera;Culicinae;Culex;sp;Pupa;2;1;2;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Diptera;Culicinae;Culex;sp;;1;1;1;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Larva;1;1;1;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Diptera;Tanypodinae;;;Pupa;1;1;1;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Adulto;1;1;1;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;sp;;4;1;4;
2025-08-11;3;4;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;31;1;31;
2025-08-11;3;4;FO;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;13;32;416;
2025-08-11;3;4;FO;Submuestra;Arthropoda;Insecta;Diptera;Tanypodinae;;;;1;32;32;
2025-08-11;3;4;FO;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;2;32;64;
2025-08-11;3;4;FO;Submuestra;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;1;32;32;
2025-08-11;3;4;FO;Submuestra;Annelida;Oligochaeta;;;;;;1;32;32;
2025-08-11;3;4;FO;Submuestra;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;1;32;32;
2025-08-11;3;4;FO;Submuestra;Nematoda;;;;;;;1;32;32;
2025-08-11;3;4;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;7;32;224;
2025-08-11;3;4;FO;Submuestra;Crustacea;Ostracoda sp2;;;;;;4;32;128;
2025-08-11;3;4;FO;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;7;32;224;
2025-08-11;3;4;FO;Submuestra;Crustacea;Ostracoda sp3;;;;;;1;32;32;
2025-08-11;3;4;FO;Submuestra;Arthropoda;Collembola;;;;;;1;32;32;
2025-08-11;3;4;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;5;32;160;
2025-08-11;3;4;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Lymnaeidae;Radix;peregra;;13;32;416;
2025-08-11;3;4;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Planorbidae sp1;;;;1;32;32;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;1;1;1;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;28;1;28;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;28;1;28;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;3;1;3;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp2;;;;4;1;4;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;24;1;24;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;2;1;2;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Dytiscidae;Hydaticus;sp;Larva;1;1;1;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;1;1;1;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;1;1;1;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Enochrus;sp;Larva;2;1;2;
2025-08-11;3;5;BE;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;49;1;49;
2025-08-11;3;5;BE;Submuestra;Arthropoda;Insecta;Diptera;Tanypodinae;;;;1;64;64;
2025-08-11;3;5;BE;Submuestra;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;2;64;128;
2025-08-11;3;5;BE;Submuestra;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;7;64;448;
2025-08-11;3;5;BE;Submuestra;Crustacea;Copepoda;Cyclopoida;;;;;7;64;448;
2025-08-11;3;5;BE;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;1;64;64;
2025-08-11;3;5;BE;Submuestra;Crustacea;Ostracoda sp2;;;;;;3;64;192;
2025-08-11;3;5;BE;Submuestra;Crustacea;Ostracoda sp3;;;;;;13;64;832;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Notonectidae;;;Pequeños;33;1;33;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Odonata;Libellulidae;Sympetrum;fonscolombii;;2;1;2;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Odonata;Coenagrionidae;Ischnura;elegans;;28;1;28;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Coleoptera;Curculionidae;Lissorhoptrus;oryzophilus;Adulto;19;1;19;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Gerridae;Gerris;sp;;7;1;7;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Ephemeroptera;Baetidae;;;;1;1;1;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae;;;Pequeños;1;1;1;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp1;;;;3;1;3;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Corixinae sp2;;;;2;1;2;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Diptera;Chironominae;;;;11;1;11;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Diptera;Tanypodinae;;;;7;1;7;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Diptera;Culicinae;Culex;sp;;3;1;3;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Diptera;Sciomyzidae;;;;1;1;1;
2025-08-11;3;5;FO;Pot tot;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;60;1;60;
2025-08-11;3;5;FO;Submuestra;Crustacea;Ostracoda sp2;;;;;;1;32;32;
2025-08-11;3;5;FO;Submuestra;Crustacea;Ostracoda sp3;;;;;;8;32;256;
2025-08-11;3;5;FO;Submuestra;Arthropoda;Insecta;Diptera;Chironominae;;;;1;32;32;
2025-08-11;3;5;FO;Submuestra;Mollusca;Gastropoda;Basommatophora;Physidae;Physa;acuta;;2;32;64;
2025-08-11;3;5;FO;Submuestra;Arthropoda;Insecta;Heteroptera;Veliidae;Microvelia;pygmaea;;1;32;32;
